Date,close,YLD_CNV_LAST
2016-02-25,76.803,7.74
2016-02-26,76.99,7.719
2016-02-29,77.515,7.661
2016-03-01,78.0,7.608
2016-03-02,78.04,7.604
2016-03-03,80.498,7.343
2016-03-04,81.19,7.271
2016-03-07,80.433,7.35
2016-03-08,80.453,7.348
2016-03-09,81.99,7.19
2016-03-10,82.835,7.106
2016-03-11,83.253,7.064
2016-03-14,82.583,7.131
2016-03-15,80.278,7.366
2016-03-16,80.723,7.32
2016-03-17,82.74,7.116
2016-03-18,85.643,6.834
2016-03-21,86.86,6.72
2016-03-22,87.123,6.696
2016-03-23,85.258,6.871
2016-03-24,83.808,7.011
2016-03-28,84.683,6.926
2016-03-29,86.045,6.796
2016-03-30,86.66,6.739
2016-03-31,86.645,6.741
2016-04-01,87.2,6.689
2016-04-04,86.68,6.737
2016-04-05,84.785,6.917
2016-04-06,84.625,6.932
2016-04-07,83.45,7.047
2016-04-08,84.49,6.945
2016-04-11,86.605,6.745
2016-04-12,87.89,6.626
2016-04-13,89.405,6.49
2016-04-14,89.728,6.462
2016-04-15,89.265,6.503
2016-04-18,88.128,6.605
2016-04-19,88.503,6.571
2016-04-20,88.218,6.597
2016-04-21,86.125,6.79
2016-04-22,85.538,6.846
2016-04-25,85.65,6.835
2016-04-26,86.0,6.802
2016-04-27,88.215,6.598
2016-04-28,88.253,6.595
2016-04-29,88.393,6.582
2016-05-02,88.248,6.595
2016-05-03,87.905,6.626
2016-05-04,87.478,6.666
2016-05-05,87.688,6.646
2016-05-06,87.86,6.631
2016-05-09,87.773,6.639
2016-05-10,88.923,6.535
2016-05-11,90.428,6.402
2016-05-12,90.328,6.41
2016-05-13,90.343,6.409
2016-05-16,90.663,6.381
2016-05-17,90.893,6.361
2016-05-18,89.13,6.517
2016-05-19,87.545,6.66
2016-05-20,87.725,6.644
2016-05-23,87.08,6.703
2016-05-24,87.16,6.696
2016-05-25,87.498,6.665
2016-05-26,87.49,6.666
2016-05-27,87.815,6.636
2016-05-31,86.395,6.768
2016-06-01,86.785,6.731
2016-06-02,87.968,6.622
2016-06-03,89.205,6.511
2016-06-06,90.05,6.436
2016-06-07,90.43,6.403
2016-06-08,91.895,6.276
2016-06-09,91.628,6.299
2016-06-10,91.333,6.324
2016-06-13,90.623,6.386
2016-06-14,89.378,6.496
2016-06-15,90.163,6.427
2016-06-16,90.063,6.436
2016-06-17,90.473,6.4
2016-06-20,91.053,6.349
2016-06-21,90.613,6.387
2016-06-22,91.308,6.327
2016-06-23,91.905,6.276
2016-06-24,91.363,6.323
2016-06-27,91.725,6.291
2016-06-28,94.06,6.095
2016-06-29,96.115,5.928
2016-06-30,96.84,5.87
2016-07-01,98.39,5.748
2016-07-05,98.565,5.735
2016-07-06,98.09,5.772
2016-07-07,97.555,5.813
2016-07-08,99.498,5.663
2016-07-11,99.755,5.643
2016-07-12,99.79,5.641
2016-07-13,99.795,5.64
2016-07-14,99.148,5.69
2016-07-15,98.418,5.746
2016-07-18,98.128,5.769
2016-07-19,98.37,5.75
2016-07-20,98.04,5.775
2016-07-21,97.048,5.853
2016-07-22,96.93,5.863
2016-07-25,96.21,5.92
2016-07-26,96.2,5.921
2016-07-27,96.498,5.897
2016-07-28,97.838,5.791
2016-07-29,98.798,5.717
2016-08-01,98.655,5.728
2016-08-02,98.258,5.758
2016-08-03,99.09,5.694
2016-08-04,99.96,5.628
2016-08-05,99.84,5.637
2016-08-08,100.063,5.62
2016-08-09,100.458,5.59
2016-08-10,101.903,5.482
2016-08-11,102.213,5.459
2016-08-12,103.183,5.389
2016-08-15,103.728,5.349
2016-08-16,104.348,5.305
2016-08-17,104.043,5.326
2016-08-18,104.188,5.316
2016-08-19,103.623,5.357
2016-08-22,103.148,5.391
2016-08-23,103.003,5.401
2016-08-24,102.693,5.424
2016-08-25,101.753,5.493
2016-08-26,102.133,5.465
2016-08-29,102.57,5.433
2016-08-30,102.03,5.473
2016-08-31,101.583,5.506
2016-09-01,100.485,5.588
2016-09-02,101.073,5.544
2016-09-06,101.758,5.493
2016-09-07,102.888,5.409
2016-09-08,102.063,5.47
2016-09-09,99.253,5.681
2016-09-12,99.498,5.663
2016-09-13,96.908,5.865
2016-09-14,96.123,5.927
2016-09-15,95.793,5.954
2016-09-16,94.973,6.021
2016-09-19,96.175,5.923
2016-09-20,97.048,5.854
2016-09-21,99.918,5.631
2016-09-22,101.528,5.509
2016-09-23,100.108,5.616
2016-09-26,99.753,5.643
2016-09-27,100.248,5.605
2016-09-28,100.583,5.58
2016-09-29,99.928,5.63
2016-09-30,99.298,5.678
2016-10-03,99.398,5.67
2016-10-04,98.078,5.773
2016-10-05,97.378,5.828
2016-10-06,97.328,5.832
2016-10-07,97.375,5.828
2016-10-11,96.948,5.862
2016-10-12,97.515,5.817
2016-10-13,98.498,5.74
2016-10-14,97.938,5.784
2016-10-17,97.503,5.818
2016-10-18,97.6,5.81
2016-10-19,97.74,5.799
2016-10-20,97.975,5.781
2016-10-21,98.228,5.761
2016-10-24,98.078,5.773
2016-10-25,98.103,5.771
2016-10-26,97.5,5.818
2016-10-27,96.718,5.88
2016-10-28,96.698,5.882
2016-10-31,96.813,5.873
2016-11-01,95.863,5.949
2016-11-02,95.628,5.968
2016-11-03,95.273,5.997
2016-11-04,95.433,5.984
2016-11-07,97.108,5.849
2016-11-08,97.863,5.79
2016-11-09,94.41,6.068
2016-11-10,90.0,6.447
2016-11-14,87.115,6.709
2016-11-15,90.07,6.441
2016-11-16,90.25,6.425
2016-11-17,89.428,6.498
2016-11-18,88.543,6.578
2016-11-21,88.74,6.56
2016-11-22,89.25,6.514
2016-11-23,88.203,6.61
2016-11-25,88.128,6.617
2016-11-28,88.628,6.571
2016-11-29,88.498,6.583
2016-11-30,87.628,6.663
2016-12-01,85.498,6.864
2016-12-02,85.71,6.843
2016-12-05,86.74,6.746
2016-12-06,87.125,6.71
2016-12-07,88.115,6.619
2016-12-08,87.93,6.636
2016-12-09,87.5,6.675
2016-12-12,87.197,6.704
2016-12-13,87.935,6.635
2016-12-14,86.63,6.757
2016-12-15,86.56,6.764
2016-12-16,87.125,6.711
2016-12-19,87.635,6.663
2016-12-20,87.73,6.655
2016-12-21,88.385,6.595
2016-12-22,88.225,6.61
2016-12-23,88.233,6.609
2016-12-27,88.278,6.605
2016-12-28,88.708,6.566
2016-12-29,88.885,6.55
2016-12-30,89.248,6.517
2017-01-03,89.468,6.497
2017-01-04,91.628,6.307
2017-01-05,93.365,6.158
2017-01-06,92.865,6.2
2017-01-09,93.575,6.14
2017-01-10,92.7,6.214
2017-01-11,93.315,6.162
2017-01-12,93.89,6.114
2017-01-13,95.25,6.001
2017-01-17,96.74,5.88
2017-01-18,94.715,6.045
2017-01-19,93.5,6.147
2017-01-20,93.38,6.157
2017-01-23,94.5,6.063
2017-01-24,93.425,6.153
2017-01-25,92.855,6.201
2017-01-26,92.75,6.21
2017-01-27,93.69,6.131
2017-01-30,93.035,6.186
2017-01-31,93.75,6.126
2017-02-01,94.16,6.091
2017-02-02,94.55,6.059
2017-02-03,95.125,6.011
2017-02-06,95.895,5.948
2017-02-07,94.565,6.058
2017-02-08,95.44,5.986
2017-02-09,95.45,5.985
2017-02-10,96.48,5.901
2017-02-13,96.98,5.861
2017-02-14,96.56,5.895
2017-02-15,95.523,5.979
2017-02-16,95.25,6.001
2017-02-17,95.225,6.003
2017-02-21,95.425,5.987
2017-02-22,95.295,5.998
2017-02-23,96.56,5.895
2017-02-24,97.0,5.859
2017-02-27,96.408,5.907
2017-02-28,95.628,5.97
2017-03-01,95.783,5.958
2017-03-02,95.035,6.019
2017-03-03,95.555,5.976
2017-03-06,95.8,5.956
2017-03-07,95.365,5.992
2017-03-08,93.745,6.127
2017-03-09,93.225,6.171
2017-03-10,94.07,6.1
2017-03-13,93.205,6.173
2017-03-14,92.615,6.223
2017-03-15,94.68,6.049
2017-03-16,95.5,5.981
2017-03-17,95.96,5.944
2017-03-20,97.253,5.839
2017-03-21,96.22,5.923
2017-03-22,96.605,5.891
2017-03-23,96.303,5.916
2017-03-24,97.085,5.853
2017-03-27,97.135,5.849
2017-03-28,96.813,5.875
2017-03-29,97.323,5.834
2017-03-30,97.048,5.856
2017-03-31,97.638,5.809
2017-04-03,98.363,5.752
2017-04-04,98.433,5.746
2017-04-05,98.623,5.731
2017-04-06,97.813,5.795
2017-04-07,97.313,5.835
2017-04-10,98.203,5.764
2017-04-11,98.315,5.755
2017-04-12,98.595,5.733
2017-04-13,99.0,5.702
2017-04-17,99.073,5.696
2017-04-18,99.533,5.66
2017-04-19,99.113,5.693
2017-04-20,98.875,5.711
2017-04-21,99.248,5.682
2017-04-24,99.703,5.647
2017-04-25,99.003,5.702
2017-04-26,98.75,5.721
2017-04-27,99.338,5.676
2017-04-28,99.625,5.653
2017-05-01,99.598,5.655
2017-05-02,100.493,5.587
2017-05-03,100.523,5.584
2017-05-04,99.188,5.687
2017-05-05,99.343,5.675
2017-05-08,98.785,5.719
2017-05-09,98.34,5.754
2017-05-10,99.063,5.697
2017-05-11,99.353,5.674
2017-05-12,100.428,5.592
2017-05-15,100.548,5.582
2017-05-16,101.003,5.548
2017-05-17,101.13,5.538
2017-05-18,95.638,5.971
2017-05-19,98.248,5.761
2017-05-22,97.378,5.83
2017-05-23,97.513,5.82
2017-05-24,97.623,5.811
2017-05-25,97.343,5.833
2017-05-26,97.408,5.828
2017-05-30,97.578,5.814
2017-05-31,97.75,5.801
2017-06-01,97.868,5.791
2017-06-02,98.578,5.735
2017-06-05,98.09,5.774
2017-06-06,98.848,5.714
2017-06-07,97.938,5.786
2017-06-08,97.828,5.795
2017-06-09,98.003,5.781
2017-06-12,97.468,5.824
2017-06-13,98.048,5.777
2017-06-14,99.203,5.687
2017-06-15,98.313,5.757
2017-06-16,98.438,5.747
2017-06-19,97.683,5.807
2017-06-20,96.803,5.877
2017-06-21,96.483,5.903
2017-06-22,97.188,5.846
2017-06-23,97.94,5.786
2017-06-26,98.628,5.732
2017-06-27,96.963,5.865
2017-06-28,96.818,5.876
2017-06-29,96.13,5.932
2017-06-30,96.13,5.932
2017-07-03,96.335,5.916
2017-07-05,95.623,5.974
2017-07-06,94.438,6.073
2017-07-07,94.61,6.058
2017-07-10,95.78,5.961
2017-07-11,96.585,5.895
2017-07-12,97.75,5.802
2017-07-13,97.445,5.826
2017-07-14,98.24,5.763
2017-07-17,98.44,5.747
2017-07-18,98.96,5.706
2017-07-19,99.09,5.696
2017-07-20,99.775,5.642
2017-07-21,100.373,5.596
2017-07-24,99.285,5.68
2017-07-25,97.943,5.786
2017-07-26,98.573,5.736
2017-07-27,98.193,5.766
2017-07-28,98.215,5.764
2017-07-31,98.693,5.727
2017-08-01,99.448,5.668
2017-08-02,99.383,5.673
2017-08-03,100.468,5.589
2017-08-04,100.13,5.615
2017-08-07,100.198,5.609
2017-08-08,100.018,5.623
2017-08-09,99.37,5.673
2017-08-10,98.125,5.772
2017-08-11,98.375,5.752
2017-08-14,98.873,5.712
2017-08-15,99.303,5.679
2017-08-16,99.465,5.666
2017-08-17,98.745,5.722
2017-08-18,99.133,5.692
2017-08-21,99.028,5.7
2017-08-22,98.998,5.703
2017-08-23,99.727,5.646
2017-08-24,100.13,5.614
2017-08-25,100.125,5.615
2017-08-28,99.975,5.626
2017-08-29,99.985,5.626
2017-08-30,100.223,5.607
2017-08-31,100.26,5.604
2017-09-01,100.32,5.6
2017-09-05,101.04,5.544
2017-09-06,100.745,5.567
2017-09-07,101.333,5.522
2017-09-08,101.75,5.49
2017-09-11,101.328,5.522
2017-09-12,100.43,5.591
2017-09-13,100.8,5.563
2017-09-14,100.755,5.566
2017-09-15,101.05,5.543
2017-09-18,101.033,5.545
2017-09-19,100.643,5.575
2017-09-20,100.41,5.593
2017-09-21,100.35,5.597
2017-09-22,100.77,5.565
2017-09-25,100.803,5.562
2017-09-26,100.768,5.565
2017-09-27,99.945,5.629
2017-09-28,100.503,5.585
2017-09-29,101.225,5.53
2017-10-02,101.063,5.542
2017-10-03,101.838,5.484
2017-10-04,101.755,5.49
2017-10-05,101.518,5.508
2017-10-06,100.755,5.566
2017-10-10,100.615,5.577
2017-10-11,100.988,5.548
2017-10-12,101.005,5.547
2017-10-13,101.953,5.475
2017-10-16,101.903,5.478
2017-10-17,102.625,5.424
2017-10-18,102.693,5.419
2017-10-19,102.993,5.397
2017-10-20,102.448,5.437
2017-10-23,102.345,5.445
2017-10-24,101.828,5.484
2017-10-25,101.378,5.518
2017-10-26,99.895,5.632
2017-10-27,101.123,5.538
2017-10-30,101.75,5.49
2017-10-31,101.563,5.504
2017-11-01,101.735,5.491
2017-11-02,102.248,5.452
2017-11-03,101.558,5.505
2017-11-06,102.065,5.466
2017-11-07,101.325,5.522
2017-11-08,101.37,5.519
2017-11-09,100.978,5.549
2017-11-10,99.993,5.625
2017-11-13,100.363,5.596
2017-11-14,100.65,5.574
2017-11-15,100.553,5.582
2017-11-16,100.99,5.548
2017-11-17,101.878,5.48
2017-11-20,101.935,5.476
2017-11-21,102.428,5.439
2017-11-22,103.028,5.394
2017-11-24,103.048,5.392
2017-11-27,103.413,5.365
2017-11-28,103.735,5.341
2017-11-29,102.69,5.419
2017-11-30,102.07,5.466
2017-12-01,102.625,5.424
2017-12-04,102.695,5.419
2017-12-05,103.863,5.332
2017-12-06,103.508,5.358
2017-12-07,102.663,5.421
2017-12-08,102.793,5.411
2017-12-11,102.743,5.415
2017-12-12,102.453,5.437
2017-12-13,102.69,5.419
2017-12-14,102.58,5.427
2017-12-15,102.85,5.407
2017-12-18,103.08,5.39
2017-12-19,102.49,5.434
2017-12-20,102.123,5.462
2017-12-21,102.295,5.449
2017-12-22,102.078,5.465
2017-12-26,102.135,5.461
2017-12-27,102.39,5.442
2017-12-28,102.39,5.442
2017-12-29,102.408,5.44
2018-01-02,102.535,5.431
2018-01-03,103.268,5.376
2018-01-04,103.685,5.345
2018-01-05,103.768,5.339
2018-01-08,103.753,5.34
2018-01-09,103.248,5.377
2018-01-10,102.783,5.412
2018-01-11,102.775,5.412
2018-01-12,102.565,5.428
2018-01-16,102.6,5.425
2018-01-17,102.025,5.469
2018-01-18,100.85,5.559
2018-01-19,100.605,5.578
2018-01-22,100.328,5.599
2018-01-23,100.613,5.577
2018-01-24,100.93,5.553
2018-01-25,101.625,5.499
2018-01-26,101.323,5.522
2018-01-29,100.898,5.555
2018-01-30,100.555,5.581
2018-01-31,100.92,5.553
2018-02-01,99.953,5.628
2018-02-02,98.983,5.705
2018-02-05,98.585,5.736
2018-02-06,98.503,5.743
2018-02-07,98.625,5.733
2018-02-08,96.803,5.88
2018-02-09,95.153,6.017
2018-02-12,96.19,5.931
2018-02-13,95.1,6.022
2018-02-14,94.775,6.049
2018-02-15,96.955,5.868
2018-02-16,97.75,5.803
2018-02-20,96.805,5.88
2018-02-21,96.04,5.943
2018-02-22,96.123,5.936
2018-02-23,96.445,5.91
2018-02-26,97.333,5.837
2018-02-27,97.19,5.849
2018-02-28,96.968,5.867
2018-03-01,96.628,5.895
2018-03-02,96.505,5.905
2018-03-05,96.58,5.899
2018-03-06,96.743,5.885
2018-03-07,96.285,5.923
2018-03-08,96.61,5.896
2018-03-09,97.185,5.849
2018-03-12,97.333,5.837
2018-03-13,97.087,5.857
2018-03-14,97.205,5.848
2018-03-15,96.903,5.872
2018-03-16,96.865,5.876
2018-03-19,96.213,5.929
2018-03-20,95.94,5.952
2018-03-21,96.25,5.926
2018-03-22,96.538,5.903
2018-03-23,96.505,5.905
2018-03-26,96.775,5.883
2018-03-27,97.443,5.828
2018-03-28,97.505,5.823
2018-03-29,98.255,5.763
2018-04-02,98.205,5.767
2018-04-03,98.528,5.741
2018-04-04,98.175,5.769
2018-04-05,98.378,5.753
2018-04-06,98.128,5.773
2018-04-09,97.815,5.798
2018-04-10,97.868,5.794
2018-04-11,98.118,5.774
2018-04-12,97.678,5.81
2018-04-13,97.78,5.801
2018-04-16,97.268,5.843
2018-04-17,97.583,5.817
2018-04-18,97.333,5.838
2018-04-19,96.453,5.91
2018-04-20,96.205,5.931
2018-04-23,96.175,5.933
2018-04-24,96.223,5.929
2018-04-25,95.44,5.994
2018-04-26,95.795,5.965
2018-04-27,95.79,5.965
2018-04-30,95.41,5.997
2018-05-01,94.998,6.032
2018-05-02,94.348,6.087
2018-05-03,93.658,6.146
2018-05-04,94.053,6.113
2018-05-07,93.853,6.13
2018-05-08,92.878,6.214
2018-05-09,92.9,6.212
2018-05-10,94.588,6.067
2018-05-11,94.523,6.073
2018-05-14,94.253,6.096
2018-05-15,92.45,6.252
2018-05-16,92.565,6.242
2018-05-17,91.823,6.308
2018-05-18,90.865,6.394
2018-05-21,91.303,6.354
2018-05-22,91.753,6.314
2018-05-23,92.853,6.217
2018-05-24,92.533,6.245
2018-05-25,92.67,6.233
2018-05-29,91.63,6.325
2018-05-30,91.133,6.37
2018-05-31,89.825,6.489
2018-06-01,89.023,6.563
2018-06-04,89.358,6.532
2018-06-05,88.803,6.584
2018-06-06,87.768,6.681
2018-06-07,85.948,6.857
2018-06-08,85.978,6.854
2018-06-11,85.71,6.881
2018-06-12,84.958,6.955
2018-06-13,85.378,6.914
2018-06-14,85.565,6.895
2018-06-15,85.755,6.877
2018-06-18,84.828,6.969
2018-06-19,84.9,6.962
2018-06-20,85.848,6.868
2018-06-21,87.265,6.731
2018-06-22,88.26,6.636
2018-06-25,88.35,6.628
2018-06-26,88.303,6.632
2018-06-27,87.555,6.703
2018-06-28,87.66,6.694
2018-06-29,87.453,6.713
2018-07-02,87.188,6.739
2018-07-03,88.203,6.642
2018-07-05,89.133,6.555
2018-07-06,90.13,6.463
2018-07-09,90.518,6.428
2018-07-10,91.255,6.361
2018-07-11,90.93,6.391
2018-07-12,91.113,6.374
2018-07-13,91.608,6.33
2018-07-16,91.593,6.331
2018-07-17,91.683,6.323
2018-07-18,92.015,6.294
2018-07-19,92.61,6.241
2018-07-20,93.43,6.169
2018-07-23,93.195,6.19
2018-07-24,93.535,6.16
2018-07-25,94.053,6.115
2018-07-26,94.235,6.1
2018-07-27,94.623,6.066
2018-07-30,94.178,6.105
2018-07-31,94.08,6.113
2018-08-01,93.498,6.163
2018-08-02,93.498,6.164
2018-08-03,94.143,6.108
2018-08-06,94.03,6.117
2018-08-07,93.145,6.194
2018-08-08,93.065,6.201
2018-08-09,92.05,6.291
2018-08-10,90.955,6.389
2018-08-13,90.343,6.445
2018-08-14,90.843,6.4
2018-08-15,90.68,6.414
2018-08-16,90.798,6.404
2018-08-17,90.77,6.406
2018-08-20,90.663,6.416
2018-08-21,90.322,6.447
2018-08-22,89.21,6.55
2018-08-23,88.24,6.641
2018-08-24,88.15,6.65
2018-08-27,88.215,6.644
2018-08-28,87.758,6.687
2018-08-29,87.178,6.743
2018-08-30,86.745,6.785
2018-08-31,86.61,6.798
2018-09-04,85.748,6.883
2018-09-05,86.733,6.786
2018-09-06,88.14,6.651
2018-09-07,88.075,6.658
2018-09-10,87.56,6.707
2018-09-11,86.225,6.836
2018-09-12,86.79,6.781
2018-09-13,86.645,6.795
2018-09-14,86.195,6.839
2018-09-17,86.273,6.832
2018-09-18,85.725,6.886
2018-09-19,86.225,6.837
2018-09-20,88.865,6.584
2018-09-21,91.765,6.318
2018-09-24,90.998,6.387
2018-09-25,90.632,6.42
2018-09-26,91.24,6.365
2018-09-27,91.736,6.321
2018-09-28,91.275,6.362
2018-10-01,90.515,6.431
2018-10-02,92.08,6.29
2018-10-03,92.346,6.266
2018-10-04,91.188,6.37
2018-10-05,91.262,6.364
2018-10-09,92.841,6.223
2018-10-10,91.003,6.387
2018-10-11,91.886,6.308
2018-10-12,92.395,6.262
2018-10-15,92.963,6.212
2018-10-16,93.647,6.152
2018-10-17,93.172,6.194
2018-10-18,92.186,6.281
2018-10-19,92.186,6.281
2018-10-22,92.237,6.277
2018-10-23,92.438,6.259
2018-10-24,91.782,6.318
2018-10-25,92.015,6.297
2018-10-26,92.346,6.267
2018-10-29,92.298,6.272
2018-10-30,92.724,6.234
2018-10-31,92.564,6.248
2018-11-01,93.318,6.182
2018-11-02,93.403,6.174
2018-11-05,93.499,6.166
2018-11-06,93.267,6.186
2018-11-07,93.274,6.186
2018-11-08,92.651,6.241
2018-11-09,92.591,6.246
2018-11-13,92.449,6.259
2018-11-14,92.491,6.255
2018-11-15,92.588,6.247
2018-11-16,92.793,6.229
2018-11-19,92.582,6.247
2018-11-20,91.976,6.302
2018-11-21,92.147,6.286
2018-11-23,91.86,6.312
2018-11-26,91.315,6.361
2018-11-27,91.037,6.387
2018-11-28,91.807,6.317
2018-11-29,91.968,6.303
2018-11-30,92.338,6.27
2018-12-03,93.088,6.203
2018-12-04,93.118,6.201
2018-12-06,93.457,6.171
2018-12-07,93.742,6.146
2018-12-10,93.757,6.145
2018-12-11,94.267,6.101
2018-12-12,95.007,6.037
2018-12-13,95.249,6.017
2018-12-14,95.331,6.01
2018-12-17,96.047,5.949
2018-12-18,95.924,5.959
2018-12-19,96.131,5.942
2018-12-20,95.886,5.963
2018-12-21,95.547,5.991
2018-12-24,95.784,5.971
2018-12-26,95.676,5.981
2018-12-27,95.83,5.968
2018-12-28,96.31,5.927
2018-12-31,96.426,5.917
2019-01-02,96.552,5.907
2019-01-03,97.34,5.841
2019-01-04,98.009,5.786
2019-01-07,98.752,5.725
2019-01-08,98.754,5.725
2019-01-09,98.826,5.719
2019-01-10,98.198,5.771
2019-01-11,98.206,5.77
2019-01-14,98.017,5.785
2019-01-15,97.982,5.788
2019-01-16,98.095,5.779
2019-01-17,98.051,5.783
2019-01-18,98.714,5.728
2019-01-22,98.312,5.761
2019-01-23,98.7,5.73
2019-01-24,99.156,5.693
2019-01-25,99.706,5.648
2019-01-28,99.625,5.655
2019-01-29,99.491,5.665
2019-01-30,99.975,5.627
2019-01-31,100.99,5.546
2019-02-01,100.725,5.567
2019-02-04,100.726,5.567
2019-02-05,101.023,5.543
2019-02-06,100.382,5.594
2019-02-07,100.143,5.613
2019-02-08,99.991,5.625
2019-02-11,99.682,5.65
2019-02-12,100.045,5.621
2019-02-13,100.037,5.621
2019-02-14,100.434,5.59
2019-02-15,100.552,5.58
2019-02-19,100.662,5.572
2019-02-20,100.529,5.582
2019-02-21,99.882,5.634
2019-02-22,100.311,5.6
2019-02-25,100.237,5.605
2019-02-26,100.537,5.582
2019-02-27,100.265,5.603
2019-02-28,100.193,5.609
2019-03-01,99.788,5.641
2019-03-04,99.814,5.639
2019-03-05,99.462,5.668
2019-03-06,99.299,5.681
2019-03-07,99.314,5.679
2019-03-08,99.304,5.68
2019-03-11,99.921,5.631
2019-03-12,100.078,5.618
2019-03-13,99.677,5.65
2019-03-14,99.518,5.663
2019-03-15,99.895,5.633
2019-03-18,100.384,5.594
2019-03-19,100.672,5.571
2019-03-20,101.439,5.51
2019-03-21,101.41,5.512
2019-03-22,100.442,5.589
2019-03-25,100.547,5.581
2019-03-26,100.85,5.556
2019-03-27,100.019,5.623
2019-03-28,100.687,5.569
2019-03-29,101.241,5.526
2019-04-01,100.821,5.559
2019-04-02,100.489,5.585
2019-04-03,100.368,5.595
2019-04-04,100.302,5.6
2019-04-05,100.155,5.612
2019-04-08,99.953,5.628
2019-04-09,100.128,5.614
2019-04-10,100.173,5.61
2019-04-11,99.592,5.657
2019-04-12,99.135,5.694
2019-04-15,99.347,5.677
2019-04-16,99.337,5.678
2019-04-17,99.289,5.682
2019-04-18,99.27,5.683
2019-04-22,99.244,5.685
2019-04-23,99.707,5.648
2019-04-24,99.689,5.649
2019-04-25,99.569,5.659
2019-04-26,99.921,5.631
2019-04-29,100.038,5.621
2019-04-30,100.055,5.62
2019-05-01,100.104,5.616
2019-05-02,99.863,5.635
2019-05-03,100.244,5.605
2019-05-06,100.443,5.589
2019-05-07,100.348,5.596
2019-05-08,100.582,5.578
2019-05-09,100.518,5.583
2019-05-10,100.537,5.581
2019-05-13,100.141,5.613
2019-05-14,100.342,5.597
2019-05-15,100.507,5.584
2019-05-16,100.243,5.605
2019-05-17,100.165,5.611
2019-05-20,100.289,5.601
2019-05-21,100.666,5.571
2019-05-22,100.845,5.557
2019-05-23,100.821,5.559
2019-05-24,100.798,5.561
2019-05-28,100.943,5.549
2019-05-29,101.059,5.54
2019-05-30,101.269,5.523
2019-05-31,101.796,5.482
2019-06-03,102.296,5.442
2019-06-04,103.509,5.349
2019-06-05,103.86,5.322
2019-06-06,103.876,5.32
2019-06-07,104.74,5.255
2019-06-10,104.653,5.261
2019-06-11,104.777,5.252
2019-06-12,105.001,5.235
2019-06-13,105.256,5.216
2019-06-14,105.115,5.226
2019-06-17,104.89,5.243
2019-06-18,105.914,5.167
2019-06-19,106.522,5.121
2019-06-20,107.875,5.022
2019-06-21,107.14,5.076
2019-06-24,107.259,5.067
2019-06-25,107.037,5.083
2019-06-26,106.614,5.114
2019-06-27,107.104,5.078
