Date,close,YLD_CNV_LAST
2019-06-17,106.418,6.313
2019-06-18,107.494,6.224
2019-06-19,107.847,6.195
2019-06-20,108.276,6.159
2019-06-21,108.258,6.161
2019-06-24,108.443,6.146
2019-06-25,108.307,6.157
2019-06-26,107.991,6.183
2019-06-27,108.097,6.174
2019-06-28,108.586,6.134
2019-07-01,109.899,6.028
2019-07-02,110.228,6.002
2019-07-03,110.492,5.981
2019-07-05,109.997,6.02
2019-07-08,110.091,6.012
2019-07-09,110.365,5.991
2019-07-10,110.616,5.971
2019-07-11,110.547,5.976
2019-07-12,111.406,5.908
2019-07-15,111.532,5.898
2019-07-16,111.585,5.894
2019-07-17,111.964,5.864
2019-07-18,111.793,5.878
2019-07-19,111.522,5.899
2019-07-22,111.691,5.885
2019-07-23,111.505,5.9
2019-07-24,112.389,5.831
2019-07-25,112.726,5.804
2019-07-26,113.147,5.772
2019-07-29,113.187,5.769
2019-07-30,113.088,5.776
2019-07-31,113.412,5.751
2019-08-01,113.689,5.73
2019-08-02,113.646,5.733
2019-08-05,112.921,5.789
2019-08-06,113.717,5.728
2019-08-07,112.522,5.819
2019-08-08,114.702,5.652
2019-08-09,113.329,5.757
2019-08-12,113.725,5.726
2019-08-13,113.113,5.773
2019-08-14,113.682,5.729
2019-08-15,113.274,5.76
2019-08-16,113.29,5.759
2019-08-19,113.346,5.755
2019-08-20,113.531,5.741
2019-08-21,113.658,5.731
2019-08-22,113.661,5.73
2019-08-23,114.321,5.68
2019-08-26,113.67,5.729
2019-08-27,114.55,5.662
2019-08-28,113.736,5.724
2019-08-29,114.43,5.671
2019-08-30,114.702,5.65
2019-09-03,114.438,5.67
2019-09-04,115.121,5.619
2019-09-05,115.471,5.592
2019-09-06,115.658,5.578
2019-09-09,116.936,5.483
2019-09-10,115.481,5.591
2019-09-11,115.676,5.576
2019-09-12,115.743,5.571
2019-09-13,114.462,5.667
2019-09-16,114.615,5.656
2019-09-17,115.371,5.599
2019-09-18,115.398,5.596
2019-09-19,115.914,5.558
2019-09-20,116.984,5.478
2019-09-23,116.026,5.549
2019-09-24,116.468,5.516
2019-09-25,115.059,5.621
2019-09-26,115.859,5.561
2019-09-27,115.931,5.556
2019-09-30,116.05,5.547
2019-10-01,115.525,5.586
2019-10-02,115.073,5.62
2019-10-03,115.681,5.574
2019-10-04,115.691,5.573
2019-10-07,115.733,5.57
2019-10-08,115.14,5.614
2019-10-09,115.499,5.587
2019-10-10,115.396,5.594
2019-10-11,116.11,5.541
2019-10-15,115.635,5.576
2019-10-16,115.908,5.556
2019-10-17,115.896,5.556
