Date,PX_LAST,YLD_CNV_LAST
20/02/2020,129.218,4.615
19/02/2020,127.826,4.706
18/02/2020,126.74,4.778
14/02/2020,126.806,4.774
13/02/2020,126.225,4.813
12/02/2020,125.572,4.858
11/02/2020,124.764,4.912
10/02/2020,124.655,4.92
07/02/2020,124.767,4.913
06/02/2020,124.492,4.931
05/02/2020,123.459,5.003
04/02/2020,123.432,5.005
03/02/2020,123.88,4.974
31/01/2020,124.298,4.946
30/01/2020,123.022,5.033
29/01/2020,123.419,5.006
28/01/2020,122.503,5.07
27/01/2020,122.607,5.063
24/01/2020,123.077,5.03
23/01/2020,122.527,5.069
22/01/2020,122.656,5.06
21/01/2020,121.863,5.116
17/01/2020,121.666,5.13
16/01/2020,120.687,5.199
15/01/2020,120.905,5.184
14/01/2020,120.02,5.247
13/01/2020,120.472,5.215
10/01/2020,119.866,5.258
09/01/2020,118.877,5.33
08/01/2020,117.649,5.42
07/01/2020,117.812,5.408
06/01/2020,117.789,5.41
03/01/2020,117.992,5.395
02/01/2020,117.683,5.417
31/12/2019,117.124,5.459
30/12/2019,118.002,5.394
27/12/2019,117.618,5.423
26/12/2019,117.997,5.395
24/12/2019,117.738,5.414
23/12/2019,117.459,5.435
20/12/2019,117.608,5.424
19/12/2019,117.103,5.461
18/12/2019,117.378,5.441
17/12/2019,117.164,5.457
16/12/2019,117.198,5.455
13/12/2019,117.313,5.446
12/12/2019,115.83,5.557
11/12/2019,116.352,5.518
10/12/2019,115.67,5.569
09/12/2019,116.168,5.532
06/12/2019,114.709,5.642
05/12/2019,114.745,5.639
04/12/2019,114.633,5.648
03/12/2019,113.942,5.701
02/12/2019,114.306,5.673
29/11/2019,115.182,5.607
27/11/2019,115.054,5.616
26/11/2019,115.317,5.597
25/11/2019,115.401,5.591
22/11/2019,114.99,5.622
21/11/2019,114.636,5.649
20/11/2019,114.528,5.657
19/11/2019,113.979,5.699
18/11/2019,114.377,5.669
15/11/2019,114.917,5.628
14/11/2019,114.958,5.625
13/11/2019,115.02,5.62
12/11/2019,115.174,5.609
08/11/2019,115.25,5.603
07/11/2019,115.801,5.562
06/11/2019,116.376,5.519
05/11/2019,116.089,5.541
04/11/2019,116.778,5.489
01/11/2019,117.206,5.458
31/10/2019,116.835,5.485
30/10/2019,116.819,5.487
29/10/2019,116.563,5.506
28/10/2019,116.667,5.498
25/10/2019,116.678,5.498
24/10/2019,116.385,5.519
23/10/2019,116.264,5.529
22/10/2019,116.44,5.516
21/10/2019,115.155,5.612
18/10/2019,115.762,5.566
17/10/2019,115.896,5.556
16/10/2019,115.908,5.556
15/10/2019,115.635,5.576
11/10/2019,116.11,5.541
10/10/2019,115.396,5.594
09/10/2019,115.499,5.587
08/10/2019,115.14,5.614
07/10/2019,115.733,5.57
04/10/2019,115.691,5.573
03/10/2019,115.681,5.574
02/10/2019,115.073,5.62
01/10/2019,115.525,5.586
30/09/2019,116.05,5.547
27/09/2019,115.931,5.556
26/09/2019,115.859,5.561
25/09/2019,115.059,5.621
24/09/2019,116.468,5.516
23/09/2019,116.026,5.549
20/09/2019,116.984,5.478
19/09/2019,115.914,5.558
18/09/2019,115.398,5.596
17/09/2019,115.371,5.599
16/09/2019,114.615,5.656
13/09/2019,114.462,5.667
12/09/2019,115.743,5.571
11/09/2019,115.676,5.576
10/09/2019,115.481,5.591
09/09/2019,116.936,5.483
06/09/2019,115.658,5.578
05/09/2019,115.471,5.592
04/09/2019,115.121,5.619
03/09/2019,114.438,5.67
30/08/2019,114.702,5.65
29/08/2019,114.43,5.671
28/08/2019,113.736,5.724
27/08/2019,114.55,5.662
26/08/2019,113.67,5.729
23/08/2019,114.321,5.68
22/08/2019,113.661,5.73
21/08/2019,113.658,5.731
20/08/2019,113.531,5.741
19/08/2019,113.346,5.755
16/08/2019,113.29,5.759
15/08/2019,113.274,5.76
14/08/2019,113.682,5.729
13/08/2019,113.113,5.773
12/08/2019,113.725,5.726
09/08/2019,113.329,5.757
08/08/2019,114.702,5.652
07/08/2019,112.522,5.819
06/08/2019,113.717,5.728
05/08/2019,112.921,5.789
02/08/2019,113.646,5.733
01/08/2019,113.689,5.73
31/07/2019,113.412,5.751
30/07/2019,113.088,5.776
29/07/2019,113.187,5.769
26/07/2019,113.147,5.772
25/07/2019,112.726,5.804
24/07/2019,112.389,5.831
23/07/2019,111.505,5.9
22/07/2019,111.691,5.885
19/07/2019,111.522,5.899
18/07/2019,111.793,5.878
17/07/2019,111.964,5.864
16/07/2019,111.585,5.894
15/07/2019,111.532,5.898
12/07/2019,111.406,5.908
11/07/2019,110.547,5.976
10/07/2019,110.616,5.971
09/07/2019,110.365,5.991
08/07/2019,110.091,6.012
05/07/2019,109.997,6.02
03/07/2019,110.492,5.981
02/07/2019,110.228,6.002
01/07/2019,109.899,6.028
28/06/2019,108.586,6.134
27/06/2019,108.097,6.174
26/06/2019,107.991,6.183
25/06/2019,108.307,6.157
24/06/2019,108.443,6.146
21/06/2019,108.258,6.161
20/06/2019,108.276,6.159
19/06/2019,107.847,6.195
18/06/2019,107.494,6.224
17/06/2019,106.418,6.313
14/06/2019,106.9,6.273
13/06/2019,107.242,6.245
12/06/2019,106.703,6.289
11/06/2019,106.077,6.342
10/06/2019,105.228,6.413
07/06/2019,104.976,6.435
06/06/2019,104.132,6.507
05/06/2019,103.992,6.519
04/06/2019,103.693,6.545
03/06/2019,103.878,6.529
31/05/2019,103.455,6.566
30/05/2019,103.673,6.547
29/05/2019,102.82,6.621
28/05/2019,103.442,6.567
24/05/2019,103.319,6.578
23/05/2019,102.691,6.633
22/05/2019,103.682,6.546
21/05/2019,103.206,6.588
20/05/2019,102.172,6.679
17/05/2019,102.768,6.626
16/05/2019,103.063,6.6
15/05/2019,103.251,6.584
14/05/2019,103.219,6.587
13/05/2019,103.074,6.599
10/05/2019,103.474,6.564
09/05/2019,103.56,6.557
08/05/2019,103.625,6.551
07/05/2019,103.777,6.538
06/05/2019,103.365,6.574
03/05/2019,103.411,6.57
02/05/2019,103.027,6.604
01/05/2019,103.106,6.597
30/04/2019,103.261,6.583
29/04/2019,102.924,6.613
26/04/2019,102.989,6.607
25/04/2019,102.341,6.664
24/04/2019,103.104,6.597
23/04/2019,102.848,6.619
22/04/2019,102.06,6.689
18/04/2019,102.314,6.666
17/04/2019,102.334,6.664
16/04/2019,101.893,6.704
15/04/2019,101.731,6.718
12/04/2019,101.921,6.701
11/04/2019,102.712,6.631
10/04/2019,103.012,6.605
09/04/2019,102.345,6.664
08/04/2019,102.073,6.688
05/04/2019,102.368,6.662
04/04/2019,101.912,6.702
03/04/2019,101.798,6.712
02/04/2019,101.792,6.713
01/04/2019,101.83,6.709
29/03/2019,102.315,6.666
28/03/2019,101.673,6.723
27/03/2019,101.291,6.757
26/03/2019,102.374,6.661
25/03/2019,102.539,6.647
22/03/2019,102.615,6.64
21/03/2019,103.32,6.579
20/03/2019,103.78,6.539
19/03/2019,103.609,6.554
18/03/2019,103.126,6.596
15/03/2019,103.498,6.563
14/03/2019,102.88,6.617
13/03/2019,103.062,6.601
12/03/2019,103.814,6.536
11/03/2019,103.562,6.558
08/03/2019,102.092,6.687
07/03/2019,102.213,6.676
06/03/2019,102.636,6.639
05/03/2019,103.067,6.601
04/03/2019,103.603,6.555
01/03/2019,103.234,6.587
28/02/2019,103.218,6.588
27/02/2019,103.335,6.578
26/02/2019,103.385,6.574
25/02/2019,102.869,6.619
22/02/2019,102.53,6.648
21/02/2019,102.236,6.674
20/02/2019,102.569,6.645
19/02/2019,102.551,6.647
15/02/2019,102.494,6.652
14/02/2019,101.542,6.736
13/02/2019,101.829,6.711
12/02/2019,100.953,6.789
11/02/2019,100.816,6.801
08/02/2019,101.66,6.726
07/02/2019,101.859,6.708
06/02/2019,101.939,6.701
05/02/2019,102.234,6.675
04/02/2019,101.769,6.716
01/02/2019,101.517,6.738
31/01/2019,101.49,6.741
30/01/2019,100.492,6.83
29/01/2019,100.112,6.865
28/01/2019,99.896,6.884
25/01/2019,100.129,6.863
24/01/2019,100.439,6.835
23/01/2019,100.28,6.85
22/01/2019,100.171,6.859
18/01/2019,100.178,6.859
17/01/2019,99.551,6.916
16/01/2019,99.895,6.884
15/01/2019,99.939,6.88
14/01/2019,99.619,6.91
11/01/2019,99.769,6.896
10/01/2019,99.503,6.92
09/01/2019,99.989,6.876
08/01/2019,98.672,6.996
07/01/2019,97.876,7.07
04/01/2019,96.993,7.153
03/01/2019,96.658,7.185
02/01/2019,95.995,7.248
31/12/2018,95.948,7.253
28/12/2018,95.817,7.265
27/12/2018,95.318,7.314
26/12/2018,94.865,7.358
24/12/2018,95.767,7.27
21/12/2018,95.636,7.283
20/12/2018,95.63,7.283
19/12/2018,96.65,7.185
18/12/2018,96.502,7.199
17/12/2018,96.247,7.223
14/12/2018,96.205,7.227
13/12/2018,96.276,7.221
12/12/2018,95.783,7.268
11/12/2018,95.786,7.268
10/12/2018,95.656,7.28
07/12/2018,96.225,7.225
06/12/2018,94.389,7.404
04/12/2018,95.633,7.282
03/12/2018,95.879,7.258
30/11/2018,94.289,7.413
29/11/2018,93.938,7.448
28/11/2018,93.817,7.46
27/11/2018,92.971,7.544
26/11/2018,94.318,7.41
23/11/2018,94.756,7.367
21/11/2018,94.64,7.378
20/11/2018,94.778,7.365
19/11/2018,95.298,7.314
16/11/2018,95.805,7.265
15/11/2018,95.416,7.302
14/11/2018,96.285,7.219
13/11/2018,96.73,7.176
09/11/2018,97.078,7.143
08/11/2018,96.744,7.175
07/11/2018,97.113,7.14
06/11/2018,96.931,7.157
05/11/2018,97.469,7.107
02/11/2018,96.226,7.224
01/11/2018,95.837,7.261
31/10/2018,95.827,7.262
30/10/2018,95.236,7.319
29/10/2018,95.059,7.336
26/10/2018,94.842,7.357
25/10/2018,94.613,7.38
24/10/2018,95.109,7.331
23/10/2018,94.771,7.364
22/10/2018,96.133,7.233
19/10/2018,96.241,7.222
18/10/2018,96.152,7.231
17/10/2018,96.551,7.193
16/10/2018,96.89,7.161
15/10/2018,96.103,7.235
12/10/2018,95.695,7.275
11/10/2018,95.099,7.332
10/10/2018,93.829,7.456
09/10/2018,95.912,7.254
05/10/2018,93.437,7.495
04/10/2018,93.571,7.482
03/10/2018,95.323,7.31
02/10/2018,93.733,7.466
01/10/2018,92.449,7.594
28/09/2018,93.045,7.534
27/09/2018,93.498,7.489
26/09/2018,92.944,7.544
25/09/2018,91.247,7.717
24/09/2018,92.531,7.586
21/09/2018,92.678,7.571
20/09/2018,91.146,7.727
19/09/2018,89.795,7.868
18/09/2018,89.366,7.914
17/09/2018,89.929,7.854
14/09/2018,89.76,7.872
13/09/2018,89.739,7.874
12/09/2018,90.529,7.791
11/09/2018,89.612,7.887
10/09/2018,90.486,7.795
07/09/2018,90.914,7.751
06/09/2018,91.048,7.737
05/09/2018,89.392,7.91
04/09/2018,89.134,7.938
31/08/2018,90.011,7.845
30/08/2018,90.254,7.819
29/08/2018,90.183,7.827
28/08/2018,90.152,7.83
27/08/2018,90.317,7.813
24/08/2018,90.24,7.821
23/08/2018,90.771,7.765
22/08/2018,90.167,7.828
21/08/2018,92.221,7.616
20/08/2018,92.406,7.598
17/08/2018,92.055,7.633
16/08/2018,92.674,7.571
15/08/2018,90.941,7.747
14/08/2018,91.194,7.721
13/08/2018,90.224,7.822
10/08/2018,92.221,7.616
09/08/2018,93.448,7.493
08/08/2018,94.56,7.384
07/08/2018,95.481,7.294
06/08/2018,96.123,7.233
03/08/2018,96.643,7.184
02/08/2018,95.219,7.32
01/08/2018,95.152,7.326
31/07/2018,96.493,7.198
30/07/2018,96.604,7.187
27/07/2018,96.651,7.183
26/07/2018,96.151,7.23
25/07/2018,95.682,7.275
24/07/2018,95.302,7.312
23/07/2018,95.26,7.316
20/07/2018,95.458,7.297
19/07/2018,94.025,7.436
18/07/2018,94.092,7.429
17/07/2018,94.235,7.415
16/07/2018,94.143,7.424
13/07/2018,94.335,7.406
12/07/2018,93.729,7.465
11/07/2018,93.03,7.534
10/07/2018,93.721,7.465
09/07/2018,92.941,7.543
06/07/2018,93.581,7.479
05/07/2018,91.886,7.649
03/07/2018,91.596,7.679
02/07/2018,90.278,7.814
29/06/2018,90.279,7.814
28/06/2018,90.265,7.816
27/06/2018,90.602,7.78
26/06/2018,90.828,7.757
25/06/2018,90.864,7.753
22/06/2018,91.488,7.689
21/06/2018,90.254,7.816
20/06/2018,89.148,7.933
19/06/2018,88.328,8.02
18/06/2018,88.625,7.988
15/06/2018,88.967,7.952
14/06/2018,88.616,7.989
13/06/2018,88.774,7.972
12/06/2018,87.729,8.084
11/06/2018,88.344,8.018
08/06/2018,89.405,7.904
07/06/2018,88.024,8.052
06/06/2018,90.135,7.827
05/06/2018,91.313,7.705
04/06/2018,90.232,7.817
01/06/2018,89.768,7.866
31/05/2018,92.451,7.59
30/05/2018,93.005,7.534
29/05/2018,93.147,7.52
25/05/2018,94.968,7.342
24/05/2018,95.104,7.328
23/05/2018,97.077,7.141
22/05/2018,95.689,7.272
21/05/2018,95.269,7.312
18/05/2018,93.294,7.505
17/05/2018,94.905,7.347
16/05/2018,95.577,7.283
15/05/2018,95.234,7.315
14/05/2018,96.81,7.166
11/05/2018,96.893,7.158
10/05/2018,96.485,7.196
09/05/2018,94.195,7.416
08/05/2018,93.226,7.511
07/05/2018,94.801,7.357
04/05/2018,94.816,7.355
03/05/2018,93.999,7.435
02/05/2018,94.59,7.377
01/05/2018,95.57,7.283
30/04/2018,96.159,7.227
27/04/2018,96.468,7.198
26/04/2018,97.395,7.111
25/04/2018,96.836,7.163
24/04/2018,97.761,7.077
23/04/2018,97.977,7.057
20/04/2018,97.914,7.063
19/04/2018,98.54,7.005
18/04/2018,99.264,6.94
17/04/2018,99.18,6.947
16/04/2018,99.031,6.961
13/04/2018,99.373,6.93
12/04/2018,99.421,6.926
11/04/2018,99.365,6.931
10/04/2018,99.667,6.904
09/04/2018,99.387,6.929
06/04/2018,99.558,6.913
05/04/2018,99.365,6.931
04/04/2018,98.804,6.981
03/04/2018,98.72,6.989
02/04/2018,98.397,7.018
29/03/2018,98.436,7.015
28/03/2018,96.996,7.148
27/03/2018,97.401,7.11
26/03/2018,95.695,7.27
23/03/2018,95.571,7.282
22/03/2018,95.782,7.262
21/03/2018,96.118,7.23
20/03/2018,95.197,7.318
19/03/2018,95.621,7.277
16/03/2018,97.256,7.123
15/03/2018,96.737,7.172
14/03/2018,97.089,7.139
13/03/2018,97.403,7.11
12/03/2018,97.774,7.076
09/03/2018,97.187,7.13
08/03/2018,96.883,7.158
07/03/2018,97.007,7.147
06/03/2018,97.319,7.118
05/03/2018,97.128,7.135
02/03/2018,96.512,7.193
01/03/2018,96.866,7.16
28/02/2018,98.157,7.04
27/02/2018,98.613,6.999
26/02/2018,98.536,7.006
23/02/2018,97.924,7.062
22/02/2018,97.757,7.077
21/02/2018,97.71,7.081
20/02/2018,98.664,6.994
16/02/2018,99.692,6.902
15/02/2018,97.939,7.06
14/02/2018,95.994,7.242
13/02/2018,97.05,7.143
12/02/2018,97.477,7.103
09/02/2018,95.005,7.336
08/02/2018,98.286,7.029
07/02/2018,100.626,6.819
06/02/2018,99.819,6.891
05/02/2018,101.259,6.764
02/02/2018,101.298,6.76
01/02/2018,101.995,6.7
31/01/2018,103.107,6.605
30/01/2018,102.6,6.648
29/01/2018,103.305,6.588
26/01/2018,103.96,6.533
25/01/2018,103.654,6.559
24/01/2018,101.592,6.735
23/01/2018,100.992,6.787
22/01/2018,100.046,6.871
19/01/2018,99.834,6.89
18/01/2018,101.27,6.763
17/01/2018,101.789,6.718
16/01/2018,102.691,6.641
12/01/2018,102.695,6.64
11/01/2018,102.565,6.651
10/01/2018,102.608,6.648
09/01/2018,102.052,6.695
08/01/2018,102.837,6.628
05/01/2018,104.02,6.528
04/01/2018,104.209,6.512
03/01/2018,103.86,6.542
02/01/2018,101.791,6.718
29/12/2017,101.892,6.709
28/12/2017,101.529,6.74
27/12/2017,101.364,6.755
26/12/2017,102.062,6.694
22/12/2017,101.413,6.75
21/12/2017,101.811,6.716
20/12/2017,101.194,6.769
19/12/2017,101.09,6.778
18/12/2017,101.758,6.72
15/12/2017,101.588,6.735
14/12/2017,101.948,6.704
13/12/2017,100.989,6.787
12/12/2017,100.488,6.831
11/12/2017,101.146,6.773
08/12/2017,101.299,6.76
07/12/2017,100.799,6.804
06/12/2017,102.219,6.681
05/12/2017,102.703,6.639
04/12/2017,101.845,6.713
01/12/2017,101.466,6.746
30/11/2017,101.853,6.712
29/11/2017,102.892,6.623
28/11/2017,103.693,6.556
27/11/2017,103.878,6.54
24/11/2017,102.763,6.634
22/11/2017,102.619,6.646
21/11/2017,102.163,6.685
20/11/2017,101.555,6.738
17/11/2017,101.635,6.731
16/11/2017,101.129,6.775
15/11/2017,100.102,6.865
14/11/2017,100.593,6.822
13/11/2017,99.54,6.915
10/11/2017,99.566,6.912
09/11/2017,100.521,6.828
08/11/2017,100.497,6.83
07/11/2017,101.778,6.719
06/11/2017,102.137,6.688
03/11/2017,101.938,6.705
02/11/2017,102.031,6.697
01/11/2017,101.65,6.73
31/10/2017,102.006,6.699
30/10/2017,101.866,6.711
27/10/2017,100.642,6.817
26/10/2017,100.9,6.795
25/10/2017,101.698,6.726
24/10/2017,101.895,6.709
23/10/2017,103.033,6.611
20/10/2017,102.87,6.625
19/10/2017,103.552,6.568
18/10/2017,103.182,6.599
17/10/2017,103.773,6.549
16/10/2017,102.157,6.686
13/10/2017,102.348,6.67
12/10/2017,101.511,6.742
11/10/2017,101.098,6.778
10/10/2017,101.339,6.757
06/10/2017,101.53,6.74
05/10/2017,101.922,6.706
04/10/2017,102.31,6.673
03/10/2017,102.3,6.674
02/10/2017,101.658,6.729
29/09/2017,101.798,6.717
28/09/2017,100.678,6.814
27/09/2017,99.529,6.916
26/09/2017,100.84,6.8
25/09/2017,101.127,6.775
22/09/2017,101.057,6.781
21/09/2017,100.176,6.858
20/09/2017,100.341,6.844
19/09/2017,99.783,6.893
18/09/2017,101.027,6.784
15/09/2017,101.398,6.752
14/09/2017,101.607,6.734
13/09/2017,101.483,6.745
12/09/2017,101.235,6.766
11/09/2017,101.914,6.707
08/09/2017,102.481,6.659
07/09/2017,102.639,6.646
06/09/2017,101.867,6.712
05/09/2017,102.107,6.691
01/09/2017,100.271,6.85
31/08/2017,100.226,6.854
30/08/2017,99.586,6.911
29/08/2017,99.651,6.905
28/08/2017,99.716,6.899
25/08/2017,99.496,6.919
24/08/2017,98.787,6.982
23/08/2017,99.112,6.953
22/08/2017,98.446,7.013
21/08/2017,98.86,6.976
18/08/2017,98.509,7.007
17/08/2017,98.926,6.97
16/08/2017,99.182,6.947
15/08/2017,98.504,7.008
14/08/2017,98.775,6.983
11/08/2017,98.103,7.044
10/08/2017,98.087,7.045
09/08/2017,98.342,7.022
08/08/2017,98.738,6.987
07/08/2017,98.684,6.992
04/08/2017,98.4,7.017
03/08/2017,98.65,6.995
02/08/2017,97.669,7.083
01/08/2017,97.929,7.06
31/07/2017,97.471,7.102
28/07/2017,97.435,7.105
27/07/2017,97.741,7.077
26/07/2017,97.583,7.091
25/07/2017,96.503,7.191
24/07/2017,97.44,7.104
21/07/2017,97.985,7.055
20/07/2017,97.98,7.055
19/07/2017,97.518,7.097
18/07/2017,97.587,7.091
17/07/2017,97.403,7.108
14/07/2017,96.872,7.157
13/07/2017,96.226,7.217
12/07/2017,96.255,7.214
11/07/2017,95.068,7.325
10/07/2017,95.247,7.308
07/07/2017,93.994,7.428
06/07/2017,94.205,7.408
05/07/2017,94.883,7.343
03/07/2017,94.891,7.342
30/06/2017,94.861,7.345
29/06/2017,94.649,7.365
28/06/2017,94.467,7.382
27/06/2017,94.322,7.396
26/06/2017,95.069,7.324
23/06/2017,94.149,7.412
22/06/2017,93.878,7.438
21/06/2017,93.084,7.515
20/06/2017,94.054,7.421
19/06/2017,95.074,7.324
16/06/2017,95.354,7.297
15/06/2017,95.088,7.322
14/06/2017,95.562,7.277
13/06/2017,94.607,7.368
12/06/2017,95.105,7.32
09/06/2017,95.957,7.24
08/06/2017,95.831,7.252
07/06/2017,96.524,7.187
06/06/2017,96.733,7.168
05/06/2017,96.271,7.211
02/06/2017,97.006,7.143
01/06/2017,96.421,7.197
31/05/2017,95.76,7.258
30/05/2017,95.676,7.266
26/05/2017,95.557,7.277
25/05/2017,95.272,7.304
24/05/2017,96.383,7.2
23/05/2017,95.062,7.324
22/05/2017,94.295,7.397
19/05/2017,94.619,7.366
18/05/2017,94.701,7.358
17/05/2017,98.501,7.007
16/05/2017,99.317,6.934
15/05/2017,99.012,6.961
12/05/2017,99.082,6.955
11/05/2017,97.312,7.114
10/05/2017,96.368,7.201
09/05/2017,96.036,7.232
08/05/2017,96.017,7.234
05/05/2017,96.18,7.218
04/05/2017,96.04,7.231
03/05/2017,96.621,7.178
02/05/2017,96.68,7.172
01/05/2017,95.867,7.247
28/04/2017,96.261,7.211
27/04/2017,95.67,7.266
26/04/2017,95.775,7.256
25/04/2017,96.147,7.221
24/04/2017,97.186,7.125
21/04/2017,96.643,7.175
20/04/2017,95.878,7.246
19/04/2017,95.855,7.248
18/04/2017,95.675,7.265
17/04/2017,95.79,7.254
13/04/2017,95.937,7.241
12/04/2017,96.124,7.223
11/04/2017,96.406,7.197
10/04/2017,95.764,7.257
07/04/2017,95.678,7.265
06/04/2017,95.639,7.268
05/04/2017,95.423,7.288
04/04/2017,95.237,7.306
03/04/2017,95.197,7.31
31/03/2017,95.04,7.324
30/03/2017,95.444,7.286
29/03/2017,94.796,7.347
28/03/2017,94.015,7.422
27/03/2017,92.856,7.534
24/03/2017,92.299,7.589
23/03/2017,92.47,7.572
22/03/2017,92.557,7.563
21/03/2017,92.138,7.605
20/03/2017,92.305,7.588
17/03/2017,92.257,7.593
16/03/2017,92.239,7.595
15/03/2017,92.32,7.586
14/03/2017,89.735,7.847
13/03/2017,90.712,7.747
10/03/2017,91.024,7.716
09/03/2017,89.006,7.922
08/03/2017,89.826,7.837
07/03/2017,92.351,7.583
06/03/2017,92.608,7.558
03/03/2017,92.898,7.53
02/03/2017,92.741,7.545
01/03/2017,92.779,7.541
28/02/2017,92.687,7.55
27/02/2017,93.346,7.486
24/02/2017,93.783,7.444
23/02/2017,94.109,7.412
22/02/2017,93.098,7.51
21/02/2017,92.556,7.563
17/02/2017,91.751,7.642
16/02/2017,92.281,7.59
15/02/2017,92.454,7.573
14/02/2017,93.533,7.468
13/02/2017,93.069,7.513
10/02/2017,92.843,7.535
09/02/2017,91.578,7.659
08/02/2017,91.759,7.641
07/02/2017,91.9,7.627
06/02/2017,92.873,7.532
03/02/2017,92.842,7.535
02/02/2017,92.182,7.599
01/02/2017,91.573,7.66
31/01/2017,90.181,7.8
30/01/2017,90.074,7.811
27/01/2017,89.864,7.833
26/01/2017,89.021,7.92
25/01/2017,89.93,7.826
24/01/2017,89.992,7.819
23/01/2017,89.713,7.848
20/01/2017,89.305,7.89
19/01/2017,89.249,7.896
18/01/2017,89.772,7.842
17/01/2017,91.136,7.703
13/01/2017,89.807,7.838
12/01/2017,89.524,7.867
11/01/2017,89.907,7.828
10/01/2017,89.81,7.837
09/01/2017,90.872,7.729
06/01/2017,89.987,7.819
05/01/2017,90.086,7.809
04/01/2017,87.808,8.046
03/01/2017,86.33,8.205
30/12/2016,86.299,8.208
29/12/2016,86.091,8.231
28/12/2016,85.824,8.26
27/12/2016,85.818,8.26
23/12/2016,86.036,8.236
22/12/2016,85.889,8.252
21/12/2016,85.538,8.291
20/12/2016,84.821,8.37
19/12/2016,84.426,8.414
16/12/2016,84.126,8.448
15/12/2016,84.249,8.434
14/12/2016,84.407,8.416
13/12/2016,85.862,8.254
12/12/2016,85.498,8.294
09/12/2016,85.113,8.337
08/12/2016,84.984,8.351
07/12/2016,86.125,8.225
06/12/2016,84.864,8.364
05/12/2016,82.975,8.579
02/12/2016,82.364,8.65
01/12/2016,82.292,8.658
30/11/2016,83.293,8.542
29/11/2016,83.398,8.529
28/11/2016,83.671,8.498
25/11/2016,83.454,8.523
23/11/2016,83.866,8.476
22/11/2016,83.589,8.507
21/11/2016,84.081,8.451
18/11/2016,83.198,8.552
17/11/2016,83.911,8.47
16/11/2016,83.242,8.546
15/11/2016,83.361,8.532
14/11/2016,80.424,8.879
10/11/2016,84.312,8.424
09/11/2016,87.88,8.034
08/11/2016,89.897,7.825
07/11/2016,90.09,7.805
04/11/2016,87.925,8.029
03/11/2016,87.98,8.023
02/11/2016,87.554,8.068
01/11/2016,88.941,7.922
31/10/2016,90.165,7.797
28/10/2016,89.654,7.849
27/10/2016,90.177,7.795
26/10/2016,90.787,7.734
25/10/2016,91.971,7.616
24/10/2016,92.197,7.594
21/10/2016,91.071,7.705
20/10/2016,90.565,7.756
19/10/2016,90.303,7.782
18/10/2016,89.213,7.894
17/10/2016,88.206,7.998
14/10/2016,88.228,7.996
13/10/2016,87.377,8.086
12/10/2016,86.514,8.179
11/10/2016,86.381,8.193
07/10/2016,86.196,8.213
06/10/2016,87.064,8.119
05/10/2016,86.053,8.228
04/10/2016,86.418,8.188
03/10/2016,87.842,8.036
30/09/2016,87.82,8.038
29/09/2016,88.566,7.96
28/09/2016,88.616,7.955
27/09/2016,89.068,7.908
26/09/2016,87.981,8.021
23/09/2016,88.532,7.963
22/09/2016,90.306,7.781
21/09/2016,89.79,7.833
20/09/2016,87.387,8.084
19/09/2016,87.269,8.096
16/09/2016,85.946,8.239
15/09/2016,86.306,8.2
14/09/2016,86.325,8.198
13/09/2016,86.354,8.194
12/09/2016,88.17,8.001
09/09/2016,87.634,8.057
08/09/2016,90.307,7.78
07/09/2016,90.856,7.725
06/09/2016,89.812,7.831
02/09/2016,89.014,7.912
01/09/2016,88.61,7.954
31/08/2016,89.095,7.904
30/08/2016,89.236,7.889
29/08/2016,88.924,7.922
26/08/2016,88.453,7.97
25/08/2016,87.951,8.023
24/08/2016,89.079,7.905
23/08/2016,89.549,7.857
22/08/2016,90.296,7.781
19/08/2016,90.257,7.785
18/08/2016,90.107,7.8
17/08/2016,90.066,7.804
16/08/2016,90.403,7.77
15/08/2016,90.187,7.792
12/08/2016,89.945,7.817
11/08/2016,88.872,7.927
10/08/2016,89.77,7.834
09/08/2016,89.591,7.853
08/08/2016,88.174,7.999
05/08/2016,86.298,8.199
04/08/2016,85.228,8.316
03/08/2016,83.259,8.538
02/08/2016,82.206,8.66
01/08/2016,82.677,8.605
29/07/2016,83.263,8.537
28/07/2016,82.717,8.6
27/07/2016,83.173,8.548
26/07/2016,82.903,8.579
25/07/2016,83.835,8.472
22/07/2016,84.348,8.414
21/07/2016,82.864,8.583
20/07/2016,83.039,8.563
19/07/2016,83.765,8.48
18/07/2016,84.131,8.438
15/07/2016,84.993,8.342
14/07/2016,85.893,8.243
13/07/2016,85.097,8.33
12/07/2016,84.532,8.393
11/07/2016,84.188,8.431
08/07/2016,83.276,8.535
07/07/2016,82.771,8.593
06/07/2016,82.794,8.59
05/07/2016,82.593,8.613
01/07/2016,83.184,8.544
30/06/2016,80.55,8.854
29/06/2016,79.356,9
28/06/2016,77.659,9.213
27/06/2016,76.323,9.386
24/06/2016,78.111,9.155
23/06/2016,78.489,9.107
22/06/2016,77.278,9.261
21/06/2016,76.223,9.398
20/06/2016,76.841,9.317
17/06/2016,75.47,9.498
16/06/2016,74.149,9.677
15/06/2016,74.448,9.636
14/06/2016,73.276,9.798
13/06/2016,73.988,9.699
10/06/2016,74.609,9.613
09/06/2016,75.165,9.538
08/06/2016,76.406,9.373
07/06/2016,75.231,9.528
06/06/2016,74.52,9.625
03/06/2016,74.09,9.684
02/06/2016,73.446,9.773
01/06/2016,71.64,10.031
31/05/2016,73.17,9.811
27/05/2016,73.788,9.725
